,gender,race,g1freelunch,birthdate,z,y
2196,1.0,1.0,2.0,1980-04-08,1.0,595.0
1738,2.0,1.0,2.0,1980-02-26,1.0,641.0
3037,2.0,1.0,2.0,1980-09-10,1.0,626.0
2700,2.0,1.0,2.0,1980-08-06,1.0,604.0
740,2.0,1.0,2.0,1979-11-23,1.0,546.3333333333334
3925,1.0,1.0,1.0,1979-11-07,1.0,583.6666666666666
3607,1.0,1.0,1.0,1979-02-28,1.0,471.3333333333333
3606,1.0,1.0,1.0,1980-06-02,1.0,496.3333333333333
3200,2.0,1.0,1.0,1980-07-23,1.0,531.3333333333334
2969,2.0,2.0,1.0,1980-09-21,0.0,483.0
639,1.0,1.0,2.0,1979-10-15,1.0,603.3333333333334
3517,2.0,1.0,2.0,1979-12-30,0.0,604.6666666666666
1924,2.0,2.0,1.0,1980-03-18,0.0,527.3333333333334
2357,2.0,2.0,2.0,1980-06-28,1.0,557.6666666666666
435,2.0,1.0,2.0,1979-04-13,0.0,489.3333333333333
4152,1.0,4.0,2.0,1980-07-15,1.0,586.0
2497,1.0,1.0,2.0,1980-07-03,0.0,537.6666666666666
153,1.0,1.0,1.0,1979-08-01,0.0,536.6666666666666
3323,2.0,1.0,2.0,1979-12-30,0.0,573.6666666666666
3381,2.0,2.0,1.0,1980-05-12,0.0,564.3333333333334
691,2.0,1.0,2.0,1979-11-07,0.0,580.3333333333334
4117,2.0,3.0,1.0,1980-05-17,0.0,571.3333333333334
3458,2.0,1.0,2.0,1980-01-29,0.0,533.6666666666666
1877,2.0,1.0,1.0,1980-03-13,0.0,506.3333333333333
289,1.0,1.0,2.0,1979-02-19,0.0,504.0
3538,2.0,1.0,1.0,1979-05-16,0.0,508.3333333333333
1717,1.0,2.0,1.0,1980-08-06,1.0,540.3333333333334
1736,2.0,2.0,1.0,1980-08-10,1.0,539.6666666666666
109,1.0,1.0,2.0,1979-08-30,0.0,592.0
849,2.0,1.0,2.0,1979-12-10,0.0,552.0
1194,2.0,2.0,1.0,1980-01-21,0.0,533.6666666666666
2340,2.0,1.0,2.0,1980-06-02,1.0,542.3333333333334
2365,2.0,1.0,2.0,1980-06-18,0.0,568.0
2600,2.0,1.0,2.0,1980-07-21,1.0,541.6666666666666
4041,2.0,1.0,1.0,1979-02-17,1.0,474.6666666666667
1985,2.0,1.0,2.0,1980-04-01,1.0,569.6666666666666
2808,2.0,2.0,1.0,1980-08-08,1.0,541.3333333333334
2901,1.0,1.0,2.0,1980-09-14,0.0,544.0
3561,1.0,1.0,2.0,1980-07-07,0.0,583.3333333333334
1260,2.0,2.0,1.0,1980-01-31,0.0,492.0
3007,2.0,1.0,2.0,1980-09-15,1.0,491.6666666666667
1437,2.0,1.0,2.0,1980-01-14,1.0,507.6666666666667
1034,2.0,1.0,2.0,1979-11-05,0.0,546.0
573,1.0,1.0,2.0,1979-09-13,0.0,639.0
4186,2.0,1.0,2.0,1980-07-30,0.0,530.3333333333334
2329,1.0,2.0,2.0,1980-06-16,0.0,526.6666666666666
422,1.0,2.0,1.0,1979-04-19,0.0,538.3333333333334
988,2.0,2.0,1.0,1979-12-26,0.0,503.3333333333333
3654,1.0,1.0,2.0,1979-06-29,0.0,576.0
2883,1.0,1.0,2.0,1980-08-20,0.0,491.3333333333333
2291,2.0,2.0,1.0,1980-05-10,1.0,585.3333333333334
495,1.0,1.0,2.0,1979-07-30,0.0,518.0
3413,2.0,1.0,2.0,1980-12-12,0.0,581.0
6,2.0,1.0,1.0,1979-11-22,0.0,490.6666666666667
98,2.0,1.0,2.0,1980-04-08,0.0,500.0
4067,1.0,1.0,1.0,1979-11-01,0.0,499.0
2649,1.0,1.0,2.0,1980-07-18,1.0,511.6666666666667
2619,2.0,1.0,2.0,1980-07-01,0.0,502.3333333333333
1574,1.0,2.0,1.0,1980-06-16,0.0,494.3333333333333
3039,1.0,2.0,1.0,1980-09-29,0.0,513.3333333333334
3257,2.0,1.0,2.0,1980-01-16,1.0,534.0
4030,1.0,1.0,1.0,1979-06-18,0.0,553.6666666666666
583,1.0,2.0,1.0,1979-09-23,0.0,491.3333333333333
1061,1.0,2.0,1.0,1979-12-14,1.0,502.3333333333333
2057,1.0,1.0,2.0,1980-03-06,1.0,630.0
2097,1.0,2.0,2.0,1980-04-01,0.0,597.6666666666666
3267,1.0,1.0,2.0,1981-02-18,0.0,521.0
239,2.0,1.0,2.0,1980-09-29,1.0,519.6666666666666
2344,1.0,1.0,2.0,1980-06-06,1.0,607.6666666666666
1150,1.0,2.0,1.0,1980-01-10,1.0,612.0
3753,2.0,3.0,2.0,1979-12-13,0.0,576.3333333333334
504,2.0,2.0,1.0,1979-04-12,0.0,504.3333333333333
3085,2.0,2.0,1.0,1980-04-04,0.0,503.6666666666667
2301,1.0,1.0,2.0,1980-05-18,0.0,556.6666666666666
625,1.0,1.0,1.0,1979-10-02,1.0,463.0
1566,2.0,1.0,2.0,1980-02-05,1.0,537.0
3326,1.0,1.0,2.0,1979-08-30,0.0,568.3333333333334
1944,1.0,1.0,2.0,1980-02-01,0.0,494.6666666666667
2685,2.0,1.0,2.0,1980-08-15,0.0,544.3333333333334
2530,1.0,1.0,2.0,1980-07-26,0.0,594.0
1787,2.0,2.0,1.0,1980-08-25,0.0,498.0
2163,1.0,1.0,2.0,1980-05-08,1.0,532.3333333333334
2202,1.0,1.0,2.0,1980-04-28,0.0,559.6666666666666
3004,1.0,1.0,1.0,1980-10-01,1.0,529.6666666666666
169,2.0,1.0,1.0,1978-10-28,1.0,534.3333333333334
2752,2.0,1.0,2.0,1980-08-15,1.0,530.3333333333334
3069,1.0,2.0,1.0,1980-02-01,0.0,529.3333333333334
2123,2.0,1.0,1.0,1980-04-15,1.0,630.6666666666666
1962,1.0,1.0,2.0,1980-04-01,1.0,544.3333333333334
3700,2.0,1.0,2.0,1980-08-07,0.0,562.0
4210,1.0,2.0,1.0,1980-09-12,1.0,593.0
3376,2.0,1.0,2.0,1980-07-12,0.0,555.6666666666666
2559,2.0,1.0,2.0,1980-07-19,1.0,552.3333333333334
709,1.0,1.0,2.0,1979-11-14,0.0,551.3333333333334
3967,1.0,1.0,1.0,1980-04-21,0.0,540.3333333333334
501,1.0,2.0,1.0,1979-07-30,0.0,563.0
1544,2.0,1.0,1.0,1980-05-22,0.0,518.0
4114,1.0,1.0,1.0,1980-06-16,0.0,572.0
26,1.0,1.0,2.0,,0.0,588.0
3191,1.0,2.0,1.0,1980-02-14,0.0,495.6666666666667
1878,1.0,1.0,2.0,1980-03-14,1.0,588.0
2790,1.0,1.0,1.0,1980-07-29,0.0,489.3333333333333
3307,2.0,1.0,2.0,1980-05-14,0.0,526.0
1919,1.0,2.0,2.0,1980-09-30,0.0,523.3333333333334
3778,2.0,1.0,2.0,1980-02-19,0.0,501.3333333333333
2155,2.0,1.0,2.0,1980-05-13,0.0,612.0
2534,2.0,1.0,2.0,1980-07-31,1.0,577.0
2863,2.0,1.0,1.0,1980-07-17,0.0,517.0
3765,2.0,2.0,1.0,1980-06-17,0.0,503.6666666666667
2161,2.0,1.0,2.0,1980-05-06,1.0,588.0
3422,2.0,2.0,1.0,1979-07-31,0.0,496.3333333333333
235,2.0,1.0,1.0,1978-12-22,0.0,497.6666666666667
4089,2.0,1.0,2.0,1980-02-21,0.0,577.0
3242,2.0,1.0,2.0,1980-06-20,1.0,569.3333333333334
2044,2.0,2.0,1.0,1980-04-16,1.0,520.0
3185,1.0,1.0,2.0,1980-02-26,0.0,562.3333333333334
2767,1.0,1.0,,1980-08-10,1.0,546.6666666666666
197,2.0,1.0,1.0,1978-08-21,0.0,494.3333333333333
592,2.0,1.0,1.0,1979-08-27,1.0,491.3333333333333
1054,2.0,2.0,2.0,1979-11-04,1.0,576.6666666666666
3903,2.0,1.0,1.0,1978-11-26,1.0,505.6666666666667
1916,2.0,2.0,1.0,1980-09-30,1.0,590.0
3270,2.0,2.0,1.0,1979-07-04,0.0,487.6666666666667
576,1.0,1.0,2.0,1979-09-15,1.0,610.0
2917,1.0,2.0,1.0,1980-09-08,1.0,567.3333333333334
3252,2.0,1.0,2.0,1980-04-12,1.0,540.0
1325,1.0,2.0,1.0,1980-03-06,0.0,527.3333333333334
1530,2.0,2.0,1.0,1980-04-25,1.0,566.3333333333334
123,2.0,2.0,1.0,1980-08-22,0.0,502.3333333333333
1341,1.0,1.0,2.0,1980-03-14,1.0,555.0
4167,2.0,1.0,2.0,1980-02-07,0.0,562.0
895,2.0,1.0,1.0,1979-12-30,0.0,533.0
4062,2.0,2.0,2.0,1979-12-31,0.0,547.3333333333334
2905,2.0,2.0,1.0,1980-09-15,1.0,532.3333333333334
1791,2.0,1.0,2.0,1980-03-13,0.0,524.0
721,2.0,2.0,2.0,1979-10-23,0.0,491.0
3368,2.0,1.0,1.0,1980-07-06,0.0,540.0
2633,1.0,2.0,1.0,1980-07-02,1.0,590.3333333333334
2920,2.0,1.0,1.0,1980-09-10,1.0,495.6666666666667
1519,2.0,1.0,2.0,1980-02-09,1.0,585.3333333333334
2207,1.0,1.0,2.0,1980-05-29,1.0,600.3333333333334
1181,2.0,1.0,2.0,1980-01-15,1.0,582.6666666666666
1759,1.0,1.0,2.0,1980-03-11,1.0,555.0
3617,1.0,2.0,1.0,1980-05-14,0.0,485.3333333333333
704,1.0,1.0,2.0,1979-11-02,1.0,580.3333333333334
566,1.0,1.0,2.0,1979-09-19,1.0,586.0
854,1.0,1.0,1.0,1979-12-13,1.0,593.0
3952,2.0,1.0,2.0,1980-01-11,1.0,548.6666666666666
1506,2.0,2.0,2.0,1980-01-22,1.0,544.6666666666666
1542,1.0,2.0,1.0,1980-06-06,0.0,505.3333333333333
2310,1.0,1.0,2.0,1980-05-24,0.0,604.6666666666666
3296,2.0,2.0,1.0,1979-09-17,1.0,563.0
1854,2.0,1.0,1.0,1980-09-26,1.0,498.3333333333333
3202,2.0,1.0,2.0,1980-01-12,1.0,576.0
4022,1.0,2.0,1.0,1978-11-07,0.0,518.3333333333334
2260,1.0,1.0,2.0,1980-04-16,0.0,605.0
3734,1.0,2.0,1.0,1978-10-31,0.0,525.6666666666666
896,1.0,1.0,1.0,1979-12-21,1.0,527.6666666666666
3217,2.0,2.0,1.0,1980-07-08,1.0,504.6666666666667
2656,2.0,2.0,2.0,1980-06-28,1.0,549.3333333333334
1484,1.0,1.0,2.0,1980-02-12,1.0,549.6666666666666
1513,2.0,2.0,1.0,1980-05-23,0.0,488.6666666666667
1346,1.0,2.0,2.0,1980-03-17,0.0,504.0
2690,2.0,1.0,1.0,1980-08-13,1.0,539.3333333333334
3676,2.0,1.0,1.0,1980-09-18,0.0,482.0
3266,1.0,2.0,1.0,1980-03-02,0.0,507.6666666666667
3251,1.0,2.0,1.0,1980-07-23,0.0,521.3333333333334
3502,1.0,2.0,1.0,1979-10-12,0.0,466.3333333333333
378,1.0,2.0,1.0,1979-03-20,0.0,518.6666666666666
195,2.0,2.0,1.0,1978-07-17,0.0,515.0
3357,1.0,1.0,2.0,1980-05-22,0.0,556.0
1936,1.0,1.0,2.0,1980-03-07,0.0,494.6666666666667
930,2.0,1.0,1.0,1979-12-09,0.0,527.0
3156,2.0,2.0,1.0,1980-07-22,0.0,546.3333333333334
1655,1.0,2.0,1.0,1980-07-11,0.0,513.3333333333334
2879,2.0,1.0,2.0,1980-09-23,1.0,563.3333333333334
658,2.0,1.0,2.0,1979-10-18,1.0,546.0
1496,1.0,1.0,1.0,1980-02-20,1.0,504.3333333333333
1021,1.0,1.0,2.0,1979-12-08,0.0,523.6666666666666
978,2.0,2.0,1.0,1979-12-06,1.0,551.3333333333334
3817,1.0,1.0,2.0,1979-07-25,0.0,614.6666666666666
1145,1.0,2.0,2.0,1980-05-26,1.0,534.6666666666666
2671,1.0,1.0,1.0,1980-07-09,1.0,513.3333333333334
2213,1.0,1.0,2.0,1980-05-10,0.0,551.6666666666666
3283,1.0,1.0,1.0,1980-01-04,1.0,547.0
1886,1.0,1.0,2.0,1980-04-09,0.0,507.6666666666667
1250,2.0,2.0,1.0,1980-02-15,0.0,571.6666666666666
1846,1.0,1.0,2.0,1980-02-29,0.0,595.3333333333334
363,1.0,2.0,1.0,1979-11-04,1.0,542.6666666666666
729,1.0,1.0,2.0,1979-11-13,1.0,538.0
646,1.0,1.0,2.0,1979-10-21,0.0,566.0
1966,2.0,1.0,2.0,1980-04-05,1.0,626.6666666666666
61,2.0,1.0,1.0,1980-06-23,1.0,570.0
93,2.0,1.0,2.0,1979-07-17,0.0,562.6666666666666
1752,2.0,2.0,1.0,1980-08-19,0.0,510.3333333333333
3110,1.0,2.0,1.0,1980-10-01,1.0,524.6666666666666
1168,1.0,2.0,2.0,1980-01-04,1.0,586.6666666666666
2505,2.0,1.0,2.0,1980-07-18,0.0,539.6666666666666
4102,1.0,1.0,2.0,1980-05-26,1.0,547.0
1171,1.0,2.0,2.0,1980-01-23,1.0,558.3333333333334
391,2.0,1.0,2.0,1979-11-28,0.0,467.6666666666667
1896,2.0,1.0,1.0,1980-03-18,0.0,497.6666666666667
2027,1.0,1.0,1.0,1980-04-21,1.0,579.3333333333334
2906,2.0,2.0,1.0,1980-09-03,1.0,531.6666666666666
3608,2.0,2.0,2.0,1980-07-01,0.0,513.0
269,1.0,1.0,1.0,1979-12-08,0.0,555.3333333333334
1700,2.0,2.0,1.0,1980-08-01,0.0,506.6666666666667
1725,1.0,2.0,2.0,1980-07-28,0.0,531.6666666666666
1201,2.0,1.0,1.0,1980-01-29,0.0,500.0
3442,1.0,2.0,2.0,1980-02-09,0.0,592.0
322,1.0,1.0,2.0,1979-02-20,1.0,647.3333333333334
3358,1.0,1.0,1.0,1980-06-21,0.0,511.6666666666667
2918,1.0,1.0,1.0,1980-08-23,0.0,499.0
2424,1.0,2.0,1.0,1980-06-10,0.0,513.0
352,2.0,1.0,2.0,1979-03-11,0.0,517.0
2592,2.0,1.0,2.0,1980-06-28,0.0,595.0
4094,2.0,1.0,1.0,1980-05-29,1.0,508.0
4058,2.0,1.0,1.0,1979-07-08,0.0,530.0
314,1.0,2.0,1.0,1979-03-25,1.0,566.3333333333334
243,2.0,1.0,,1979-01-21,0.0,529.0
816,1.0,1.0,1.0,1979-10-27,0.0,558.0
1085,1.0,1.0,1.0,1979-08-23,0.0,543.3333333333334
449,1.0,1.0,2.0,1979-04-23,0.0,505.3333333333333
90,2.0,1.0,2.0,1980-01-30,0.0,548.3333333333334
3373,1.0,1.0,1.0,1980-05-24,0.0,570.6666666666666
1580,2.0,1.0,2.0,1980-02-13,1.0,625.6666666666666
2668,1.0,1.0,2.0,1980-07-23,1.0,615.6666666666666
2659,1.0,2.0,1.0,1980-03-29,0.0,532.6666666666666
3388,2.0,1.0,1.0,1980-01-07,0.0,498.6666666666667
2848,2.0,2.0,1.0,1980-05-22,0.0,505.6666666666667
1209,2.0,1.0,2.0,1980-01-31,1.0,548.0
2099,1.0,2.0,,1980-04-02,0.0,446.0
4106,2.0,1.0,1.0,1980-06-06,0.0,560.0
4077,1.0,2.0,1.0,1979-10-25,1.0,546.6666666666666
826,1.0,1.0,2.0,1979-10-28,0.0,562.3333333333334
2208,1.0,1.0,2.0,1980-05-01,1.0,603.6666666666666
2459,2.0,2.0,1.0,1980-04-02,1.0,563.0
3014,2.0,2.0,1.0,1980-10-01,0.0,474.0
782,1.0,1.0,1.0,1979-10-01,0.0,602.6666666666666
3891,1.0,1.0,2.0,1979-08-30,0.0,602.3333333333334
3500,1.0,1.0,1.0,1980-02-09,1.0,532.6666666666666
3887,2.0,2.0,1.0,1980-09-02,0.0,501.0
678,2.0,1.0,2.0,1979-10-07,0.0,607.3333333333334
3269,2.0,1.0,2.0,1979-06-30,1.0,542.0
256,1.0,2.0,1.0,1979-09-24,0.0,510.6666666666667
3639,1.0,1.0,1.0,1980-01-09,0.0,469.6666666666667
3045,1.0,2.0,2.0,1980-03-01,1.0,533.6666666666666
3759,1.0,2.0,1.0,1980-02-16,0.0,535.0
3104,2.0,2.0,1.0,1980-03-02,1.0,587.6666666666666
1518,2.0,1.0,2.0,1980-02-06,1.0,557.0
1838,2.0,1.0,2.0,1980-03-19,0.0,560.3333333333334
3386,1.0,1.0,2.0,1980-07-23,1.0,615.3333333333334
4205,2.0,1.0,1.0,1980-05-25,1.0,537.6666666666666
313,1.0,2.0,1.0,1979-06-09,0.0,508.0
1442,2.0,2.0,1.0,1980-04-15,0.0,515.0
2990,2.0,2.0,1.0,1980-09-13,0.0,477.0
2618,1.0,1.0,1.0,1980-07-05,1.0,487.3333333333333
2811,2.0,2.0,1.0,1980-08-11,0.0,493.0
3933,2.0,1.0,2.0,1980-03-21,1.0,556.6666666666666
1827,1.0,2.0,1.0,1980-09-11,1.0,530.3333333333334
278,2.0,2.0,1.0,1979-04-26,0.0,514.6666666666666
2508,2.0,1.0,2.0,1980-07-09,1.0,538.0
1652,2.0,2.0,1.0,1980-07-10,1.0,542.6666666666666
1111,2.0,1.0,1.0,1980-11-04,1.0,477.6666666666667
42,1.0,1.0,2.0,1979-08-18,1.0,607.3333333333334
1238,1.0,1.0,1.0,1980-02-06,1.0,492.0
33,2.0,1.0,1.0,1980-09-16,0.0,579.6666666666666
1077,1.0,2.0,1.0,1979-11-05,0.0,489.0
2783,1.0,1.0,2.0,1980-07-26,1.0,513.6666666666666
1191,2.0,2.0,1.0,1980-06-21,0.0,548.3333333333334
2554,2.0,1.0,1.0,1980-07-07,1.0,503.0
2946,2.0,1.0,1.0,1980-09-28,1.0,471.3333333333333
3038,1.0,2.0,1.0,1980-09-23,1.0,601.0
1400,1.0,1.0,2.0,1980-08-30,0.0,541.0
763,2.0,1.0,2.0,1979-11-21,0.0,533.6666666666666
543,1.0,2.0,1.0,1979-08-14,1.0,487.0
1847,1.0,2.0,2.0,1980-02-27,1.0,535.6666666666666
2724,2.0,1.0,2.0,1980-08-15,1.0,555.3333333333334
2048,2.0,1.0,2.0,1980-04-05,0.0,529.6666666666666
3253,2.0,2.0,1.0,1980-05-02,1.0,524.0
1355,2.0,2.0,1.0,1980-03-11,1.0,516.0
2615,1.0,2.0,2.0,1980-06-07,1.0,492.3333333333333
3330,1.0,2.0,1.0,1979-08-06,0.0,518.3333333333334
761,1.0,1.0,1.0,1979-11-12,1.0,576.6666666666666
1000,1.0,1.0,2.0,1979-11-14,0.0,621.0
64,1.0,2.0,1.0,1980-07-10,1.0,511.6666666666667
1613,1.0,2.0,1.0,1980-02-21,0.0,510.6666666666667
2009,2.0,1.0,1.0,1980-04-23,1.0,560.3333333333334
1454,1.0,1.0,1.0,1980-09-24,1.0,589.3333333333334
383,2.0,2.0,2.0,1979-11-22,0.0,573.6666666666666
2944,2.0,1.0,2.0,1980-09-13,1.0,600.3333333333334
1288,2.0,1.0,1.0,1980-05-23,1.0,543.0
4162,1.0,1.0,2.0,1980-03-02,1.0,577.3333333333334
1612,1.0,2.0,1.0,1980-06-28,1.0,507.0
9,1.0,2.0,,1980-04-20,1.0,512.0
2524,2.0,2.0,1.0,1980-07-19,0.0,517.3333333333334
407,2.0,2.0,1.0,1979-12-24,1.0,548.6666666666666
2349,2.0,1.0,2.0,1980-06-15,0.0,602.3333333333334
4063,1.0,1.0,2.0,1979-11-11,1.0,592.3333333333334
311,1.0,2.0,1.0,1978-06-08,0.0,452.0
2070,1.0,2.0,2.0,1980-04-01,0.0,488.0
1232,2.0,1.0,1.0,1980-01-12,0.0,497.6666666666667
2572,1.0,1.0,1.0,1980-07-20,0.0,578.6666666666666
1470,1.0,1.0,1.0,1980-02-21,0.0,499.3333333333333
1719,2.0,2.0,1.0,1980-08-08,0.0,502.6666666666667
1958,1.0,1.0,1.0,1980-04-29,0.0,572.0
4002,1.0,1.0,2.0,1979-04-21,0.0,590.6666666666666
3524,2.0,2.0,1.0,1980-09-30,1.0,548.0
3982,1.0,1.0,1.0,1980-02-28,1.0,526.6666666666666
2624,1.0,1.0,1.0,1980-07-20,1.0,526.0
1581,1.0,1.0,2.0,1980-02-13,0.0,562.0
2762,2.0,2.0,1.0,1980-07-25,1.0,478.0
1804,2.0,2.0,1.0,1980-08-01,0.0,509.6666666666667
1446,1.0,1.0,1.0,1980-02-22,1.0,538.0
3056,2.0,1.0,1.0,1980-04-11,1.0,558.3333333333334
3970,2.0,1.0,1.0,1979-08-12,0.0,486.3333333333333
1293,2.0,2.0,1.0,1980-01-31,1.0,470.3333333333333
2531,1.0,1.0,2.0,1980-07-28,0.0,533.3333333333334
2805,1.0,1.0,1.0,1980-08-05,0.0,525.3333333333334
1960,2.0,1.0,2.0,1980-04-01,1.0,632.3333333333334
3346,2.0,1.0,2.0,1980-01-17,1.0,557.0
25,1.0,1.0,1.0,1979-08-25,0.0,515.3333333333334
1245,1.0,1.0,2.0,1980-04-18,1.0,554.3333333333334
1869,1.0,2.0,2.0,1980-09-03,1.0,534.6666666666666
2427,2.0,1.0,1.0,1980-06-12,1.0,558.3333333333334
251,1.0,2.0,1.0,1979-02-04,0.0,463.3333333333333
2294,2.0,2.0,1.0,1980-05-14,0.0,497.0
1163,1.0,2.0,1.0,1980-01-11,0.0,525.3333333333334
2385,2.0,1.0,2.0,1980-06-06,1.0,640.0
2422,2.0,2.0,1.0,1980-06-28,1.0,476.3333333333333
1228,2.0,2.0,1.0,1980-02-02,0.0,497.6666666666667
1828,2.0,2.0,1.0,1980-03-20,1.0,536.3333333333334
286,1.0,2.0,1.0,1979-04-02,0.0,472.0
2957,2.0,2.0,1.0,1980-09-03,0.0,536.6666666666666
939,1.0,1.0,2.0,1979-12-10,0.0,525.0
4076,1.0,1.0,,1979-10-16,0.0,625.0
362,2.0,2.0,1.0,1979-11-04,1.0,529.3333333333334
889,1.0,1.0,1.0,1979-12-29,1.0,500.3333333333333
1670,2.0,2.0,2.0,1980-07-16,0.0,534.0
2152,1.0,2.0,1.0,1980-04-17,0.0,501.0
3880,1.0,2.0,1.0,1979-12-04,0.0,556.6666666666666
3965,1.0,1.0,1.0,1979-09-12,0.0,554.0
1009,2.0,1.0,,1980-12-22,0.0,539.3333333333334
10,1.0,2.0,1.0,1979-10-13,0.0,510.6666666666667
129,2.0,1.0,2.0,1979-04-19,0.0,534.3333333333334
2935,2.0,1.0,2.0,1980-09-03,0.0,570.6666666666666
744,2.0,1.0,2.0,1979-11-18,0.0,544.3333333333334
1972,2.0,1.0,2.0,1980-04-07,1.0,596.3333333333334
527,1.0,1.0,2.0,1979-08-01,0.0,549.0
2374,1.0,1.0,2.0,1980-05-15,0.0,534.6666666666666
1172,1.0,1.0,2.0,1980-04-09,1.0,599.0
164,1.0,1.0,1.0,1979-10-30,0.0,576.0
2887,2.0,1.0,2.0,1980-09-04,0.0,533.6666666666666
3462,2.0,1.0,2.0,1980-05-27,0.0,515.6666666666666
3701,2.0,1.0,1.0,1980-08-01,0.0,544.3333333333334
1353,2.0,1.0,1.0,1980-01-23,0.0,589.3333333333334
355,2.0,1.0,1.0,1979-03-04,0.0,562.0
283,1.0,1.0,1.0,1979-02-04,0.0,483.0
1547,2.0,2.0,1.0,1980-06-04,1.0,509.0
507,1.0,1.0,1.0,1979-07-21,1.0,541.0
1669,2.0,2.0,1.0,1980-07-27,0.0,531.6666666666666
4217,1.0,1.0,2.0,1980-10-08,0.0,594.0
973,2.0,2.0,1.0,1979-12-02,0.0,504.0
2144,2.0,1.0,1.0,1980-05-07,1.0,532.0
3324,1.0,1.0,2.0,1979-10-23,1.0,518.0
2031,2.0,1.0,2.0,1980-04-01,1.0,622.6666666666666
1465,1.0,1.0,2.0,1980-02-05,0.0,500.6666666666667
1372,2.0,2.0,2.0,1980-01-04,0.0,566.0
2386,1.0,1.0,1.0,1980-06-09,0.0,543.6666666666666
3568,2.0,2.0,1.0,1980-05-30,1.0,546.3333333333334
1156,1.0,1.0,1.0,1980-01-01,1.0,544.3333333333334
2857,1.0,1.0,2.0,1980-09-24,0.0,553.6666666666666
4066,1.0,1.0,2.0,1979-10-02,0.0,581.0
673,2.0,1.0,2.0,1979-10-04,1.0,507.0
3340,1.0,2.0,1.0,1979-11-22,1.0,530.3333333333334
3659,1.0,1.0,2.0,1979-04-07,1.0,528.6666666666666
2001,2.0,1.0,1.0,1980-04-19,0.0,497.3333333333333
3836,2.0,2.0,2.0,1979-05-04,1.0,543.0
510,1.0,1.0,1.0,1979-08-19,1.0,514.3333333333334
2703,2.0,1.0,2.0,1980-08-10,0.0,547.0
2304,1.0,1.0,1.0,1980-05-14,1.0,531.6666666666666
853,2.0,1.0,2.0,1979-12-29,1.0,556.0
3677,1.0,1.0,1.0,1979-07-30,1.0,509.6666666666667
2462,2.0,1.0,1.0,1980-03-06,0.0,555.6666666666666
3206,2.0,1.0,2.0,1980-03-09,1.0,544.6666666666666
2869,2.0,1.0,2.0,1980-09-09,1.0,589.0
421,2.0,2.0,2.0,1979-12-06,0.0,598.6666666666666
2080,2.0,1.0,2.0,1980-03-19,0.0,514.6666666666666
2127,1.0,1.0,2.0,1980-04-01,0.0,572.3333333333334
3737,1.0,1.0,1.0,1979-09-30,1.0,520.0
906,1.0,1.0,2.0,1979-11-09,0.0,591.3333333333334
3321,2.0,2.0,1.0,1978-11-22,1.0,536.6666666666666
1968,2.0,1.0,2.0,1980-04-06,0.0,542.6666666666666
1743,2.0,2.0,1.0,1980-08-13,1.0,468.6666666666667
1343,1.0,2.0,1.0,1980-01-17,0.0,564.6666666666666
813,2.0,1.0,2.0,1979-11-15,0.0,547.3333333333334
1473,1.0,2.0,1.0,1980-02-01,0.0,533.0
2200,2.0,1.0,2.0,1980-04-21,1.0,524.3333333333334
366,1.0,2.0,1.0,1979-11-06,1.0,516.6666666666666
1211,2.0,1.0,2.0,1980-01-11,1.0,589.6666666666666
3991,1.0,2.0,1.0,1979-01-13,0.0,534.6666666666666
2683,2.0,1.0,2.0,1980-08-22,0.0,616.3333333333334
2925,1.0,1.0,1.0,1980-08-14,0.0,510.3333333333333
3241,2.0,1.0,2.0,1979-11-02,1.0,548.6666666666666
577,2.0,1.0,1.0,1979-09-15,0.0,542.3333333333334
2303,2.0,1.0,1.0,1980-05-01,0.0,542.0
499,1.0,1.0,2.0,1979-06-10,0.0,580.0
1998,2.0,2.0,1.0,1979-12-30,0.0,533.6666666666666
1593,1.0,2.0,2.0,1980-06-30,0.0,481.6666666666667
3739,2.0,2.0,1.0,1980-11-22,0.0,517.3333333333334
1912,2.0,1.0,1.0,1980-02-24,0.0,563.3333333333334
2714,2.0,1.0,2.0,1980-08-23,0.0,526.3333333333334
3897,2.0,1.0,1.0,1980-08-28,0.0,520.3333333333334
287,1.0,2.0,1.0,1979-11-13,0.0,608.3333333333334
552,1.0,1.0,2.0,1979-08-17,0.0,526.6666666666666
3226,1.0,1.0,2.0,1980-09-28,1.0,633.0
299,2.0,1.0,2.0,1979-12-27,0.0,567.3333333333334
121,2.0,2.0,1.0,1979-12-27,0.0,509.0
3190,2.0,1.0,2.0,1980-05-29,0.0,519.3333333333334
1537,1.0,1.0,1.0,1980-02-09,1.0,554.0
3047,1.0,2.0,1.0,1979-12-30,0.0,499.6666666666667
1765,1.0,1.0,2.0,1980-03-20,1.0,522.6666666666666
1203,2.0,2.0,1.0,1980-01-27,0.0,483.0
3023,2.0,2.0,1.0,1980-02-11,0.0,497.3333333333333
1310,1.0,2.0,2.0,1980-10-01,1.0,554.0
3908,1.0,1.0,2.0,1978-12-13,0.0,549.3333333333334
2461,2.0,2.0,1.0,1980-04-29,1.0,539.0
3015,2.0,1.0,1.0,1980-07-27,0.0,556.6666666666666
967,1.0,1.0,1.0,1979-12-09,0.0,528.3333333333334
3603,2.0,2.0,1.0,1979-07-06,1.0,516.0
1957,2.0,1.0,2.0,1980-04-13,0.0,573.3333333333334
4119,1.0,1.0,1.0,1980-08-23,0.0,580.0
