,gender,race,g1freelunch,birthdate,z,y
921,1.0,2.0,1.0,1979-12-18,0.0,569.3333333333334
2898,2.0,1.0,2.0,1980-09-02,0.0,554.0
2354,2.0,1.0,1.0,1980-06-25,0.0,497.3333333333333
37,1.0,1.0,1.0,1979-01-14,0.0,528.6666666666666
2806,1.0,1.0,2.0,1980-08-05,0.0,517.0
3403,2.0,2.0,1.0,1979-11-10,0.0,509.0
1963,1.0,1.0,2.0,1980-04-02,0.0,535.3333333333334
2150,1.0,1.0,2.0,1980-05-19,1.0,570.3333333333334
1064,1.0,2.0,1.0,1978-01-07,0.0,496.3333333333333
2089,2.0,1.0,2.0,1980-04-11,1.0,543.3333333333334
3231,2.0,2.0,1.0,1980-08-21,0.0,471.3333333333333
4150,1.0,1.0,1.0,1980-06-26,1.0,510.0
1796,1.0,2.0,1.0,1980-09-20,1.0,498.3333333333333
240,1.0,1.0,2.0,1978-12-15,0.0,535.3333333333334
380,1.0,2.0,1.0,1979-11-26,1.0,545.6666666666666
414,1.0,1.0,2.0,1979-04-21,0.0,513.3333333333334
1662,1.0,2.0,1.0,1980-07-13,1.0,486.3333333333333
606,1.0,1.0,1.0,1979-09-20,0.0,525.0
2076,1.0,1.0,2.0,1980-04-25,1.0,530.0
4126,2.0,1.0,1.0,1980-09-12,0.0,493.0
1917,1.0,2.0,1.0,1980-03-05,0.0,492.0
480,2.0,1.0,1.0,1979-06-20,0.0,555.0
1624,1.0,1.0,2.0,1980-02-18,0.0,565.6666666666666
1188,1.0,2.0,1.0,1980-01-20,0.0,496.3333333333333
1850,2.0,2.0,1.0,1980-09-20,0.0,539.6666666666666
4165,2.0,1.0,1.0,1980-01-09,1.0,513.6666666666666
4087,2.0,1.0,1.0,1980-02-25,1.0,549.0
1907,2.0,1.0,2.0,1980-03-23,1.0,542.6666666666666
4109,2.0,1.0,1.0,1980-07-24,0.0,476.0
1764,2.0,2.0,1.0,1980-08-18,0.0,461.0
1479,2.0,1.0,2.0,1980-02-07,1.0,523.6666666666666
3540,2.0,1.0,1.0,1980-07-02,1.0,516.0
3114,2.0,2.0,1.0,1980-02-26,1.0,489.6666666666667
217,2.0,1.0,2.0,1978-11-21,0.0,562.0
730,2.0,2.0,1.0,1979-10-08,1.0,503.6666666666667
2792,2.0,1.0,2.0,1980-08-04,0.0,542.0
4085,1.0,1.0,2.0,1979-12-09,1.0,586.6666666666666
3371,2.0,1.0,1.0,1980-08-16,0.0,496.6666666666667
371,1.0,2.0,1.0,1979-11-07,0.0,534.6666666666666
2086,1.0,1.0,1.0,1980-04-03,1.0,500.3333333333333
148,2.0,2.0,1.0,1979-09-18,0.0,488.6666666666667
1025,1.0,1.0,2.0,1979-12-31,0.0,541.3333333333334
176,1.0,2.0,1.0,1978-08-17,0.0,503.0
827,1.0,1.0,2.0,1979-11-14,1.0,565.0
3684,1.0,1.0,2.0,1979-10-04,0.0,607.6666666666666
1638,2.0,1.0,2.0,1980-02-18,1.0,621.3333333333334
1737,1.0,2.0,1.0,1980-08-10,0.0,468.0
2634,1.0,2.0,2.0,1980-07-02,1.0,513.3333333333334
4155,1.0,1.0,1.0,1980-01-30,0.0,557.0
2338,2.0,1.0,1.0,1980-06-11,1.0,517.6666666666666
1836,1.0,2.0,1.0,1980-09-14,1.0,526.3333333333334
334,1.0,2.0,1.0,1979-07-27,0.0,485.6666666666667
4177,2.0,1.0,2.0,1980-04-10,0.0,611.6666666666666
4059,2.0,1.0,2.0,1979-12-28,1.0,603.6666666666666
4108,2.0,1.0,1.0,1980-01-21,0.0,542.6666666666666
2660,1.0,2.0,2.0,1980-02-18,0.0,562.0
290,1.0,1.0,2.0,1979-01-23,0.0,582.0
2236,1.0,1.0,2.0,1980-05-25,0.0,537.3333333333334
1983,2.0,1.0,2.0,1980-04-22,1.0,581.6666666666666
2580,2.0,1.0,2.0,1980-07-23,1.0,493.3333333333333
3128,2.0,1.0,2.0,1980-01-17,0.0,563.3333333333334
2435,2.0,1.0,2.0,1980-05-17,1.0,517.6666666666666
3350,2.0,1.0,2.0,1980-07-24,1.0,567.3333333333334
2759,2.0,1.0,2.0,1980-07-15,0.0,611.3333333333334
2258,2.0,1.0,2.0,1980-05-28,0.0,531.3333333333334
3586,1.0,2.0,1.0,1980-03-10,0.0,522.3333333333334
746,2.0,1.0,2.0,1979-10-21,0.0,567.0
1431,2.0,1.0,2.0,1980-01-07,0.0,551.0
580,2.0,1.0,2.0,1979-09-17,0.0,554.0
822,1.0,2.0,1.0,1979-11-25,0.0,516.3333333333334
2298,2.0,2.0,1.0,1980-04-27,1.0,480.6666666666667
2140,2.0,1.0,2.0,1980-05-01,0.0,569.6666666666666
1415,2.0,1.0,2.0,1980-01-26,1.0,597.3333333333334
2978,1.0,1.0,2.0,1980-09-12,0.0,603.0
1135,1.0,2.0,1.0,1980-01-07,1.0,506.3333333333333
2644,1.0,2.0,1.0,1980-07-12,1.0,479.3333333333333
1706,1.0,2.0,1.0,1980-01-08,0.0,505.0
3811,1.0,2.0,1.0,1979-05-26,0.0,509.3333333333333
2061,1.0,1.0,2.0,1980-03-18,0.0,556.3333333333334
710,1.0,1.0,2.0,1979-11-14,1.0,559.0
2847,1.0,1.0,2.0,1980-08-24,1.0,595.3333333333334
950,1.0,1.0,2.0,1979-12-26,1.0,534.6666666666666
491,2.0,2.0,1.0,1979-07-12,1.0,548.3333333333334
107,1.0,1.0,1.0,1980-02-28,0.0,597.3333333333334
3736,1.0,1.0,2.0,1980-06-25,1.0,501.3333333333333
4153,2.0,1.0,1.0,1980-01-05,1.0,595.0
2143,2.0,1.0,2.0,1980-05-07,0.0,586.3333333333334
3821,1.0,1.0,2.0,1979-10-30,1.0,572.3333333333334
320,1.0,2.0,1.0,1979-06-20,0.0,487.3333333333333
2081,1.0,1.0,2.0,1980-04-21,0.0,592.6666666666666
3071,2.0,2.0,1.0,1980-09-29,1.0,525.3333333333334
628,2.0,1.0,2.0,1979-10-09,1.0,564.6666666666666
3497,1.0,2.0,1.0,1980-05-03,1.0,529.3333333333334
3294,1.0,1.0,1.0,1979-08-29,0.0,552.0
2602,2.0,2.0,1.0,1980-07-22,0.0,545.6666666666666
1684,1.0,2.0,1.0,1980-07-26,0.0,496.6666666666667
3392,1.0,2.0,1.0,1980-06-07,0.0,496.3333333333333
3404,2.0,2.0,,1979-01-22,0.0,503.0
3785,2.0,1.0,2.0,1980-05-25,0.0,592.0
2375,1.0,1.0,2.0,1980-05-16,1.0,597.3333333333334
945,1.0,1.0,2.0,1979-12-07,0.0,559.3333333333334
3196,1.0,1.0,2.0,1980-05-05,0.0,480.6666666666667
309,1.0,2.0,1.0,1979-05-11,0.0,510.3333333333333
994,1.0,1.0,1.0,1979-12-02,0.0,550.3333333333334
620,2.0,1.0,1.0,1979-09-10,0.0,530.0
3123,2.0,1.0,1.0,1980-01-06,0.0,525.6666666666666
598,1.0,1.0,1.0,1979-09-06,1.0,463.6666666666667
429,1.0,1.0,1.0,1979-03-23,1.0,514.3333333333334
1931,1.0,1.0,2.0,1980-03-28,1.0,512.6666666666666
2911,1.0,1.0,2.0,1980-09-06,1.0,510.3333333333333
4092,1.0,1.0,2.0,1980-01-03,0.0,570.6666666666666
751,2.0,1.0,2.0,1979-11-25,0.0,589.0
440,1.0,1.0,1.0,1979-03-31,0.0,510.0
215,2.0,1.0,1.0,1979-11-25,0.0,517.0
1538,2.0,2.0,2.0,1980-05-28,0.0,525.3333333333334
1704,1.0,1.0,2.0,1980-01-07,1.0,561.6666666666666
3748,1.0,2.0,2.0,1979-11-05,1.0,472.6666666666667
2466,1.0,1.0,2.0,1980-06-04,0.0,496.6666666666667
3293,1.0,2.0,1.0,1978-06-23,0.0,555.6666666666666
2420,2.0,2.0,1.0,1980-06-24,0.0,526.0
800,2.0,1.0,2.0,1979-11-05,0.0,544.6666666666666
1982,2.0,2.0,1.0,1980-04-19,0.0,512.6666666666666
1833,2.0,2.0,2.0,1980-09-23,0.0,537.0
832,2.0,1.0,2.0,1979-11-15,0.0,530.6666666666666
3509,2.0,1.0,2.0,1980-07-05,0.0,545.3333333333334
668,2.0,1.0,2.0,1979-10-29,0.0,583.6666666666666
306,2.0,2.0,1.0,1979-12-07,0.0,514.0
937,2.0,1.0,1.0,1979-12-05,0.0,579.6666666666666
3563,1.0,2.0,1.0,1979-10-30,1.0,547.6666666666666
76,2.0,2.0,1.0,1979-12-23,0.0,540.3333333333334
2232,1.0,2.0,2.0,1980-05-07,1.0,534.6666666666666
3718,1.0,1.0,2.0,1979-09-15,0.0,598.6666666666666
1101,2.0,2.0,1.0,1979-09-16,0.0,497.3333333333333
3648,2.0,2.0,1.0,1980-04-22,0.0,497.0
3020,2.0,2.0,1.0,1980-05-11,0.0,492.0
2774,1.0,1.0,2.0,1980-08-02,0.0,586.0
1285,2.0,1.0,1.0,1980-01-09,0.0,576.0
2823,1.0,2.0,1.0,1980-02-16,1.0,545.3333333333334
1119,1.0,2.0,1.0,1979-11-09,1.0,524.0
3391,1.0,1.0,2.0,1980-01-16,1.0,513.0
3637,1.0,2.0,1.0,1979-07-07,0.0,516.3333333333334
1176,2.0,2.0,1.0,1980-01-19,0.0,487.0
679,2.0,1.0,,1979-09-15,0.0,557.0
1316,1.0,2.0,1.0,1980-06-17,1.0,506.6666666666667
4181,2.0,1.0,1.0,1980-04-10,0.0,509.6666666666667
2788,2.0,1.0,1.0,1980-08-30,0.0,568.6666666666666
3108,1.0,2.0,1.0,1980-05-25,0.0,498.3333333333333
3807,2.0,2.0,1.0,1980-05-25,1.0,550.3333333333334
3477,1.0,1.0,2.0,1980-05-19,0.0,585.3333333333334
2756,1.0,1.0,2.0,1980-07-04,1.0,562.3333333333334
2782,2.0,1.0,2.0,1980-09-21,0.0,539.3333333333334
2278,1.0,1.0,1.0,1980-05-24,1.0,542.3333333333334
3551,1.0,2.0,1.0,1980-02-11,0.0,500.6666666666667
547,1.0,1.0,2.0,1979-05-16,0.0,556.6666666666666
2015,2.0,1.0,1.0,1980-04-17,0.0,528.6666666666666
2705,2.0,1.0,2.0,1980-08-14,0.0,591.0
986,1.0,2.0,2.0,1979-12-18,1.0,540.0
538,1.0,1.0,2.0,1979-08-09,0.0,600.3333333333334
1339,2.0,1.0,2.0,1980-04-03,0.0,565.0
3546,2.0,2.0,1.0,1979-12-19,0.0,530.3333333333334
2719,1.0,1.0,,1980-07-30,1.0,535.6666666666666
728,2.0,1.0,2.0,1979-11-07,0.0,601.6666666666666
146,1.0,2.0,1.0,1979-09-20,0.0,505.0
1378,2.0,2.0,1.0,1980-03-20,1.0,594.3333333333334
4184,1.0,1.0,2.0,1980-04-21,1.0,620.6666666666666
541,2.0,1.0,1.0,1979-07-25,0.0,564.6666666666666
2102,2.0,2.0,1.0,1980-04-06,1.0,561.3333333333334
898,1.0,1.0,2.0,1979-12-03,1.0,650.0
2596,2.0,2.0,1.0,1980-07-11,0.0,467.3333333333333
1263,2.0,2.0,1.0,1980-02-20,1.0,544.3333333333334
3173,2.0,1.0,2.0,1980-02-29,0.0,587.3333333333334
475,1.0,2.0,1.0,1979-05-28,0.0,500.0
1304,1.0,2.0,1.0,1980-02-27,1.0,523.6666666666666
1165,2.0,2.0,1.0,1980-05-21,1.0,572.0
1953,2.0,1.0,2.0,1980-04-04,1.0,600.6666666666666
2727,1.0,2.0,1.0,1980-08-31,0.0,565.6666666666666
71,2.0,1.0,1.0,1979-11-04,1.0,571.0
2638,2.0,1.0,2.0,1980-09-13,1.0,555.3333333333334
3611,1.0,2.0,1.0,1980-06-12,0.0,498.0
4035,1.0,2.0,1.0,1979-08-06,0.0,511.0
669,1.0,1.0,2.0,1979-10-16,0.0,597.3333333333334
3784,2.0,1.0,2.0,1980-06-30,0.0,539.6666666666666
3754,1.0,1.0,1.0,1979-12-09,0.0,580.3333333333334
3957,2.0,2.0,1.0,1979-12-19,0.0,491.6666666666667
3490,2.0,1.0,2.0,1980-05-13,1.0,577.6666666666666
1336,1.0,2.0,1.0,1980-01-23,0.0,501.0
4008,2.0,1.0,1.0,1980-06-28,1.0,565.3333333333334
1389,2.0,2.0,1.0,1980-03-25,1.0,575.6666666666666
1016,2.0,2.0,1.0,1979-12-03,0.0,504.0
2822,2.0,2.0,1.0,1980-04-04,1.0,510.3333333333333
2912,1.0,1.0,1.0,1980-09-06,0.0,477.6666666666667
124,1.0,2.0,1.0,1978-12-20,0.0,518.3333333333334
960,2.0,1.0,2.0,1979-12-12,1.0,618.3333333333334
917,2.0,1.0,,1979-12-02,1.0,588.3333333333334
3528,1.0,2.0,1.0,1979-11-20,0.0,478.0
3564,1.0,1.0,1.0,1980-02-20,0.0,541.0
2425,2.0,1.0,2.0,1980-06-10,1.0,490.6666666666667
4025,1.0,1.0,,1980-07-31,0.0,539.0
3036,2.0,1.0,2.0,1980-09-09,0.0,581.6666666666666
3040,1.0,2.0,1.0,1980-07-14,0.0,581.6666666666666
1471,2.0,1.0,1.0,1980-02-25,1.0,551.6666666666666
2772,1.0,6.0,2.0,1980-07-27,0.0,527.6666666666666
45,2.0,1.0,,1979-12-22,1.0,558.0
2538,1.0,1.0,1.0,1980-07-27,0.0,562.3333333333334
608,2.0,1.0,2.0,1979-09-02,0.0,504.6666666666667
686,2.0,1.0,2.0,1979-11-14,1.0,578.0
34,1.0,1.0,2.0,1978-11-14,0.0,584.6666666666666
3222,1.0,2.0,2.0,1980-05-16,0.0,545.0
3770,1.0,1.0,2.0,1980-09-16,1.0,533.6666666666666
550,1.0,1.0,2.0,1979-08-08,0.0,552.6666666666666
3800,2.0,2.0,1.0,1980-09-05,1.0,472.3333333333333
756,1.0,1.0,2.0,1979-11-26,1.0,589.0
2265,2.0,1.0,1.0,1980-05-08,1.0,515.0
55,1.0,2.0,1.0,1980-06-03,0.0,511.6666666666667
338,2.0,2.0,1.0,1979-08-01,0.0,463.6666666666667
3909,2.0,1.0,2.0,1979-08-01,0.0,527.6666666666666
4183,1.0,1.0,1.0,1980-09-25,1.0,601.6666666666666
3137,2.0,1.0,2.0,1980-02-02,1.0,512.3333333333334
204,1.0,1.0,1.0,1979-10-14,0.0,529.3333333333334
665,1.0,1.0,2.0,1979-10-09,0.0,466.6666666666667
2392,2.0,1.0,2.0,1980-06-16,0.0,565.0
106,1.0,2.0,1.0,1980-08-05,0.0,527.0
2587,1.0,1.0,1.0,1980-07-11,0.0,503.6666666666667
281,1.0,2.0,1.0,1979-04-28,1.0,518.0
2426,2.0,1.0,2.0,1980-06-21,0.0,549.0
2324,2.0,1.0,2.0,1980-06-01,0.0,598.6666666666666
875,2.0,1.0,,1979-12-08,0.0,511.3333333333333
3449,2.0,1.0,2.0,1979-11-13,1.0,602.3333333333334
4046,2.0,1.0,1.0,1979-11-26,0.0,618.6666666666666
497,1.0,1.0,2.0,1979-10-03,0.0,574.6666666666666
1685,1.0,2.0,2.0,1980-07-31,0.0,531.3333333333334
3247,1.0,2.0,2.0,1980-01-05,0.0,448.3333333333333
1255,1.0,1.0,1.0,1980-01-18,0.0,555.6666666666666
1576,1.0,2.0,1.0,1980-06-17,0.0,526.6666666666666
2239,2.0,1.0,2.0,1980-04-13,0.0,556.6666666666666
2234,1.0,1.0,2.0,1980-05-12,0.0,499.3333333333333
4199,2.0,1.0,1.0,1980-07-16,0.0,530.0
725,1.0,1.0,1.0,1979-11-19,0.0,600.3333333333334
185,1.0,2.0,1.0,1978-12-13,0.0,501.0
4038,1.0,2.0,1.0,,0.0,517.0
2543,1.0,1.0,2.0,1980-07-15,0.0,553.3333333333334
775,2.0,1.0,2.0,1979-11-17,0.0,500.0
1794,1.0,2.0,1.0,1980-08-31,0.0,476.3333333333333
3117,2.0,1.0,1.0,1980-01-17,0.0,532.3333333333334
3594,1.0,2.0,1.0,1979-11-26,1.0,528.0
2231,2.0,1.0,1.0,1980-04-22,1.0,511.0
3334,1.0,1.0,1.0,1979-11-29,0.0,542.6666666666666
3012,1.0,2.0,2.0,1981-10-01,1.0,501.0
1113,1.0,2.0,1.0,1979-12-23,0.0,495.6666666666667
3763,1.0,1.0,1.0,1980-04-10,1.0,539.6666666666666
609,1.0,1.0,2.0,1979-09-18,0.0,573.0
1940,2.0,1.0,2.0,1980-03-20,1.0,557.0
3985,2.0,2.0,1.0,1979-09-09,0.0,502.3333333333333
3725,1.0,2.0,1.0,1980-01-19,0.0,461.3333333333333
1385,1.0,2.0,1.0,1980-03-23,1.0,505.3333333333333
1723,2.0,2.0,1.0,1980-08-09,1.0,553.0
3616,2.0,2.0,1.0,1980-04-10,1.0,510.0
2997,1.0,1.0,2.0,1980-09-15,0.0,529.6666666666666
2603,2.0,2.0,2.0,1980-07-22,0.0,575.3333333333334
630,2.0,1.0,2.0,1979-10-02,0.0,576.3333333333334
814,2.0,1.0,2.0,1981-11-15,1.0,610.3333333333334
545,1.0,1.0,1.0,1979-08-18,0.0,489.6666666666667
3578,2.0,2.0,1.0,1980-05-14,0.0,504.6666666666667
3911,1.0,2.0,1.0,1979-11-07,0.0,479.6666666666667
1708,1.0,1.0,1.0,1980-01-12,1.0,594.6666666666666
2731,1.0,1.0,2.0,1980-07-16,1.0,512.6666666666666
2034,1.0,1.0,2.0,1980-04-28,0.0,502.6666666666667
977,2.0,2.0,1.0,1979-12-04,0.0,566.6666666666666
1831,1.0,1.0,1.0,1980-03-12,0.0,613.6666666666666
912,1.0,1.0,2.0,1979-12-05,0.0,516.0
2095,1.0,1.0,2.0,1980-03-22,1.0,625.0
167,1.0,2.0,1.0,1978-07-07,1.0,505.0
3078,2.0,2.0,2.0,1980-02-17,1.0,531.6666666666666
3201,2.0,1.0,1.0,1980-02-21,0.0,481.0
4128,2.0,2.0,2.0,1980-09-11,0.0,544.0
2864,2.0,1.0,2.0,1980-09-02,0.0,551.0
1144,2.0,2.0,1.0,1980-01-17,0.0,545.0
2609,2.0,1.0,1.0,1980-07-13,1.0,537.0
3228,2.0,2.0,1.0,1980-01-20,0.0,497.0
2366,1.0,1.0,2.0,1980-06-16,0.0,561.6666666666666
2376,1.0,1.0,2.0,1980-07-04,0.0,543.3333333333334
1032,2.0,1.0,2.0,1979-12-22,1.0,601.6666666666666
4042,1.0,6.0,2.0,1979-08-08,1.0,593.3333333333334
194,1.0,1.0,,1978-07-28,1.0,535.6666666666666
2038,1.0,1.0,2.0,1980-04-29,1.0,558.3333333333334
3229,2.0,2.0,,1980-02-19,0.0,490.3333333333333
1579,1.0,1.0,1.0,1980-02-06,1.0,480.3333333333333
1066,1.0,1.0,2.0,1979-08-16,1.0,496.3333333333333
2004,1.0,1.0,2.0,1980-03-27,0.0,551.6666666666666
3992,1.0,1.0,1.0,1979-10-05,0.0,523.0
2358,1.0,1.0,2.0,1980-06-29,0.0,600.6666666666666
2238,2.0,2.0,1.0,1980-05-26,0.0,575.3333333333334
2206,2.0,1.0,2.0,1980-05-23,0.0,634.3333333333334
2691,2.0,1.0,1.0,1980-08-13,1.0,526.0
1620,1.0,1.0,1.0,1980-02-03,1.0,527.6666666666666
4185,2.0,1.0,2.0,1980-04-30,0.0,588.0
419,2.0,2.0,2.0,1979-12-11,1.0,519.6666666666666
736,1.0,1.0,2.0,1979-11-06,0.0,508.0
2658,2.0,2.0,2.0,1980-03-07,1.0,594.3333333333334
2151,2.0,1.0,2.0,1980-05-22,0.0,543.3333333333334
2623,1.0,1.0,2.0,1980-07-18,1.0,537.0
2079,1.0,1.0,2.0,1980-03-12,0.0,504.3333333333333
596,2.0,1.0,1.0,1979-09-04,0.0,482.6666666666667
1133,2.0,2.0,1.0,1980-01-01,1.0,468.0
3907,2.0,1.0,2.0,1980-01-25,1.0,614.6666666666666
3031,1.0,1.0,1.0,1980-09-01,0.0,486.6666666666667
1578,2.0,2.0,1.0,1980-06-18,0.0,529.6666666666666
2763,2.0,1.0,2.0,1980-07-27,0.0,544.3333333333334
1247,2.0,1.0,2.0,1980-04-28,0.0,631.0
351,2.0,2.0,1.0,1977-10-11,1.0,474.0
2347,1.0,1.0,2.0,1980-06-12,0.0,576.6666666666666
2331,1.0,1.0,1.0,1980-06-01,0.0,596.0
1679,2.0,2.0,2.0,1980-07-27,0.0,487.6666666666667
1716,1.0,2.0,1.0,1980-08-11,1.0,463.6666666666667
1271,1.0,2.0,1.0,1980-05-12,0.0,604.6666666666666
1816,2.0,2.0,1.0,1980-09-18,0.0,470.6666666666667
274,2.0,1.0,2.0,1979-01-16,0.0,546.3333333333334
3146,1.0,2.0,1.0,1980-03-20,0.0,490.6666666666667
3846,1.0,2.0,2.0,1980-03-30,0.0,519.0
2501,1.0,1.0,2.0,1980-07-08,0.0,585.3333333333334
196,1.0,2.0,1.0,1978-10-03,0.0,510.3333333333333
3463,1.0,1.0,2.0,1980-01-17,1.0,567.0
406,2.0,2.0,1.0,1979-12-20,0.0,517.3333333333334
4168,1.0,1.0,2.0,1980-02-15,0.0,604.6666666666666
1775,2.0,1.0,2.0,1980-03-05,0.0,560.3333333333334
189,2.0,1.0,1.0,1978-05-16,1.0,503.3333333333333
2129,1.0,1.0,2.0,1980-04-08,0.0,529.0
4001,1.0,2.0,1.0,1979-08-13,0.0,511.3333333333333
2740,1.0,1.0,1.0,1980-08-11,1.0,551.6666666666666
3170,2.0,2.0,1.0,1980-09-20,1.0,498.3333333333333
3686,1.0,1.0,2.0,1979-11-16,0.0,556.6666666666666
1601,1.0,1.0,2.0,1980-02-06,0.0,562.6666666666666
1582,1.0,1.0,2.0,1980-02-15,0.0,554.6666666666666
3286,2.0,2.0,1.0,1979-12-22,0.0,450.3333333333333
2585,2.0,1.0,2.0,1980-01-25,1.0,549.0
4018,1.0,1.0,1.0,1980-08-06,0.0,515.3333333333334
1107,2.0,2.0,1.0,1979-11-01,1.0,576.0
2141,1.0,1.0,2.0,1980-05-01,1.0,522.6666666666666
3721,2.0,1.0,1.0,1979-05-31,0.0,529.6666666666666
2541,1.0,1.0,2.0,1980-07-16,1.0,528.6666666666666
1178,1.0,1.0,1.0,1980-01-05,0.0,493.3333333333333
1179,1.0,2.0,1.0,1980-01-22,0.0,490.0
3441,1.0,1.0,1.0,1979-01-05,1.0,517.3333333333334
3375,1.0,1.0,1.0,1980-09-15,0.0,494.0
1843,1.0,1.0,2.0,1980-02-26,1.0,507.3333333333333
2317,2.0,1.0,2.0,1980-05-30,1.0,543.6666666666666
1756,2.0,1.0,2.0,1980-03-31,1.0,542.6666666666666
248,1.0,2.0,1.0,1979-01-23,0.0,506.0
2561,2.0,1.0,1.0,1980-07-06,1.0,512.3333333333334
3798,1.0,1.0,2.0,1980-09-07,0.0,509.3333333333333
1660,1.0,2.0,1.0,1980-02-08,0.0,517.6666666666666
2479,1.0,1.0,2.0,1980-06-06,1.0,520.0
3519,1.0,1.0,1.0,1979-10-24,1.0,560.6666666666666
905,1.0,1.0,1.0,1979-11-05,0.0,538.6666666666666
2021,1.0,1.0,2.0,1980-04-10,1.0,551.0
66,2.0,1.0,1.0,1980-05-20,0.0,501.6666666666667
3314,1.0,1.0,1.0,1979-02-06,1.0,461.3333333333333
1795,2.0,2.0,1.0,1980-03-15,1.0,519.0
1019,1.0,1.0,2.0,1979-12-03,1.0,559.3333333333334
3246,2.0,1.0,1.0,1980-01-14,1.0,593.6666666666666
2254,1.0,1.0,1.0,1980-05-21,0.0,581.3333333333334
99,1.0,1.0,1.0,1980-08-26,0.0,534.6666666666666
1257,1.0,1.0,1.0,1980-02-09,1.0,588.0
2053,1.0,1.0,2.0,1980-04-01,0.0,531.0
1614,2.0,2.0,1.0,1980-06-28,0.0,505.0
2643,1.0,1.0,2.0,1980-07-12,0.0,585.3333333333334
843,1.0,1.0,2.0,1979-11-24,0.0,542.0
388,1.0,2.0,1.0,1979-11-28,1.0,558.3333333333334
2267,2.0,1.0,2.0,1980-05-15,0.0,549.3333333333334
3236,2.0,2.0,1.0,1980-09-13,1.0,475.3333333333333
796,1.0,1.0,2.0,1979-11-22,0.0,566.3333333333334
1303,1.0,2.0,1.0,1980-06-04,0.0,538.0
3698,2.0,1.0,2.0,1980-04-17,1.0,506.3333333333333
2760,1.0,1.0,2.0,1980-07-16,0.0,655.0
670,1.0,1.0,2.0,1979-10-17,0.0,600.0
2030,1.0,1.0,2.0,1980-04-16,1.0,570.3333333333334
3249,2.0,2.0,1.0,1980-06-05,0.0,512.3333333333334
1046,2.0,1.0,2.0,1979-12-07,1.0,512.0
430,1.0,1.0,1.0,1979-04-03,0.0,556.6666666666666
2028,2.0,1.0,2.0,1980-04-22,0.0,582.0
792,1.0,1.0,1.0,1979-11-11,1.0,452.0
1005,2.0,2.0,1.0,1979-12-28,0.0,518.3333333333334
3291,2.0,2.0,1.0,1980-06-19,0.0,491.0
999,1.0,1.0,2.0,1979-11-05,0.0,550.3333333333334
969,2.0,1.0,2.0,1979-11-10,1.0,516.0
454,2.0,1.0,2.0,1979-05-23,1.0,521.3333333333334
2216,2.0,1.0,2.0,1980-05-26,1.0,622.0
2414,1.0,1.0,2.0,1980-06-10,1.0,564.3333333333334
228,1.0,1.0,2.0,1978-12-16,0.0,525.3333333333334
1094,1.0,2.0,1.0,1979-04-21,0.0,483.6666666666667
1416,2.0,2.0,1.0,1980-04-18,0.0,504.0
890,2.0,1.0,2.0,1979-12-04,1.0,596.0
4027,2.0,2.0,1.0,1980-04-30,0.0,489.3333333333333
3730,2.0,2.0,1.0,1980-01-04,0.0,484.6666666666667
910,2.0,1.0,1.0,1979-12-05,1.0,546.0
1182,1.0,2.0,1.0,1980-07-08,1.0,490.0
2259,1.0,1.0,2.0,1980-05-31,0.0,574.3333333333334
2003,2.0,1.0,2.0,1980-03-25,0.0,542.6666666666666
1468,2.0,1.0,2.0,1980-02-07,0.0,574.3333333333334
1656,2.0,2.0,1.0,1980-07-11,0.0,555.6666666666666
180,2.0,2.0,1.0,1978-11-02,1.0,483.3333333333333
2742,1.0,1.0,2.0,1980-08-29,1.0,513.0
3932,2.0,2.0,1.0,1979-03-21,0.0,464.3333333333333
4148,2.0,1.0,1.0,1980-09-07,0.0,549.3333333333334
3349,2.0,1.0,2.0,1980-04-30,0.0,563.3333333333334
1572,1.0,2.0,1.0,1980-06-16,0.0,468.6666666666667
987,1.0,2.0,1.0,1979-12-21,1.0,488.6666666666667
3942,2.0,1.0,2.0,1980-03-17,0.0,533.3333333333334
3898,1.0,2.0,1.0,1979-10-05,0.0,498.6666666666667
2406,2.0,1.0,2.0,1980-06-13,1.0,514.0
3964,2.0,1.0,1.0,1980-04-17,0.0,557.6666666666666
4100,2.0,1.0,1.0,1980-06-09,1.0,498.0
3469,1.0,2.0,1.0,1980-03-10,0.0,516.0
1078,2.0,2.0,1.0,1979-11-07,0.0,523.0
1388,1.0,2.0,1.0,1980-01-10,0.0,481.0
2861,1.0,1.0,2.0,1980-09-02,0.0,512.6666666666666
2249,1.0,1.0,2.0,1980-05-09,1.0,560.0
769,1.0,1.0,1.0,1979-11-14,1.0,541.0
3387,1.0,2.0,1.0,1980-01-25,0.0,500.6666666666667
2396,1.0,1.0,2.0,1980-06-30,1.0,604.0
2112,2.0,2.0,1.0,1980-04-17,0.0,489.6666666666667
1747,2.0,1.0,1.0,1980-02-19,1.0,602.0
2980,2.0,1.0,2.0,1980-08-27,0.0,489.0
2014,1.0,1.0,2.0,1980-04-15,0.0,542.3333333333334
760,1.0,1.0,2.0,1979-11-20,0.0,572.0
2417,1.0,1.0,2.0,1980-06-11,0.0,559.0
3221,2.0,2.0,1.0,1980-06-17,0.0,554.6666666666666
1887,1.0,2.0,1.0,1980-03-15,1.0,549.6666666666666
2437,1.0,1.0,1.0,1980-05-22,1.0,537.6666666666666
212,1.0,2.0,2.0,1978-11-13,0.0,578.6666666666666
3556,1.0,2.0,1.0,1980-08-21,1.0,534.6666666666666
